location_name,street_address,city,state,zip_code,latitude,longitude,charging_details,amenities,superchargers_count,when_available,power_capacity,state_name,brand,updated
Sheetz,8180  Perry Highway,Erie,PA,16509,42.0655747,-80.03747385,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
"Sheetz, Inc.",1867 Rich Highway,Falls Creek,PA,15840-9515,41.14129,-78.7848,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,1145 Virginia Dr,Fort Washington,PA,19034,40.13938822,-75.17239024,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,2615 Nicholson Road &amp; Wexford Bayne Road,Franklin Park,PA,15143-8504,40.613146,-80.099976,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,30 Camp Letterman Drive,Gettysburg,PA,17325,39.843929,-77.198933,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,970 Baltimore Pike,Glen Mills,PA,19342,39.88273,-75.53434,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,1931 Butler Pike,Grove City,PA,16127,41.143856,-80.157427,"6 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",6, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,515 Lowland Road,Hamburg,PA,19526,40.5642961,-76.00885921,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Union Square Shopping Centre,3819 Union Deposit Rd,Harrisburg,PA,17109-5920,40.277467,-76.82482,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,2381  S. HERMITAGE ROAD,Hermitage,PA,16148,41.200951,-80.455658,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Hickory Run Service Plaza,256 Danner Road,Jim Thorpe,PA,18229,40.968311,-75.630669,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Hickory Run Service Plaza,256 Danner Road,Jim Thorpe,PA,18229,40.972164,-75.630021,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
King of Prussia,314 South Henderson Road,King of Prussia,PA,19406,40.092414,-75.359459,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",16, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,518 Greenfield Road,Lancaster,PA,17601,40.052249,-76.255562,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,639 East Lincoln Highway,Middletown Township,PA,19047,40.163511,-74.904581,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,5 Matthews Road,Malvern,PA,19355,40.05066004,-75.52527627,"8 Superchargers, available 24/7, up to 250kW","wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,85  West Wellsboro Street,Mansfield,PA,16933,41.80516846,-77.08525371,"4 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",4, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Westfall Town Center,111 Hulst Dr,Matamoras,PA,18336,41.35332804,-74.72416374,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,1415 S Market St,Mechanicsburg,PA,17055,40.194423,-76.992167,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
URBN Flavourhaus Lamar,5477  Nittany Valley Drive,Mill Hall,PA,17751,41.025039,-77.52415,"12 Superchargers, available 24/7, up to 250kW",wifi,12, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
GetGo Gas Station,317 Old Haymaker Rd,Monroeville,PA,15146,40.44533143,-79.76041339,"6 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",6, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Shoppes at Montage,1035 Shoppes Blvd.,Moosic,PA,18507-2140,41.36183,-75.6772,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,7821 U.S. 30,North Huntingdon,PA,15642-0000,40.314562,-79.671169,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,593 Dekalb Pike,North Wales,PA,19454,40.21871584,-75.24749202,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
East Market,34 South 11th Street,Philadelphia,PA,19107,39.951448,-75.158456,"6 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, lodging, beverage, restrooms",6, 24/7, 72kW,Pennsylvania,Tesla superchargers,2024-07-27
Royal Farms,2501 Church Street,Philadelphia,PA,19124,40.002285,-75.081643,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Rodin Place Garage,420 North 20th Street,Philadelphia,PA,19130,39.961734,-75.171462,10 Superchargers up to 72kW,"restaurants, wifi, shopping, lodging, beverage, restrooms",10 up to 72kW,,,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,2600 Pennrose Avenue,Philadelphia,PA,19145,39.903419,-75.197242,"20 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Market District Supermarket,5550 Centre Avenue,Pittsburgh,PA,15232,40.456482,-79.935152,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, restrooms",8, 24/7, 72kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,260 West Schuylkill Road,Pottstown,PA,19465,40.23306658,-75.65793458,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,5060  Perkiomen Avenue,Reading,PA,19606,40.30202178,-75.85338765,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
South Somerset Service Plaza,327 Industrial Park Road,Somerset,PA,15501,40.00076123,-79.04826698,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
North Somerset Travel Plaza,179 North Plaza Access Road,Somerset,PA,15501,39.99911714,-79.04244641,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wendy's,1030 North Center Avenue,Somerset,PA,15501-1032,40.01709,-79.078029,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",6, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,5900 Bristol Pike,Bristol,PA,19007,40.11822664,-74.84437297,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,223 Colonnade Boulevard,State College,PA,16803,40.815338,-77.901595,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
The Crossings Premium Outlets,1000 Premium Outlets Dr,Tannersville,PA,18372-7905,41.045633,-75.312381,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Washington Giant Eagle,331 Washington Road,Washington,PA,15301,40.187603,-80.228528,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wilkes-Barre Township Commons,3400 Wilkes-Barre Twp Commons,Wilkes-Barre Township,PA,18702,41.23866475,-75.84582248,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,105 Maynard Street,Williamsport,PA,17701,41.232761,-77.019517,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,160 Leader Heights Road,York,PA,17403,39.910468,-76.701726,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
East Greenwich Square,1000 Division Street,East Greenwich,RI,02818-1626,41.660881,-71.497355,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Rhode Island,Tesla superchargers,2024-07-27
Neon Marketplace,3302 E Main Rd,Portsmouth,RI,02871,41.6179792,-71.2463444,"8 Superchargers, available 24/7, up to 250kW",,8, 24/7, 250kW,Rhode Island,Tesla superchargers,2024-07-27
Neon Marketplace,288 Kinsley Ave,Providence,RI,02903,41.82786288,-71.42640008,"8 Superchargers, available 24/7, up to 250kW",beverage,8, 24/7, 250kW,Rhode Island,Tesla superchargers,2024-07-27
Cumberland Farms,1175 Main St,Richmond,RI,02898,41.51414,-71.6982,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,Rhode Island,Tesla superchargers,2024-07-27
Neon Marketplace,1776  Post Road,Warwick,RI,02888,41.733136,-71.436134,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Rhode Island,Tesla superchargers,2024-07-27
Cayce Crossing,3040 Charleston Hwy,Cayce,SC,29172,33.928145,-81.07838,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
320  Harbison Boulevard,,Columbia,SC,29212,34.0739801,-81.15490964,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Village at Sandhill,494 Town Center Pl,Columbia,SC,29229,34.127001,-80.87812,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Hilton Garden Inn Columbia Northeast,8910 Farrow Road,Columbia,SC,29203-9729,34.106418,-80.951623,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,South Carolina,Tesla superchargers,2024-07-27
Carolina Travel Center,272  Herring Road,Fair Play,SC,29643,34.50503,-82.96593,"12 Superchargers, available 24/7, up to 250kW","beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
3390 North Williston Road,,Florence,SC,29506,34.27244003,-79.7042616,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Magnolia Mall,2701 David H McLeod Blvd,Florence,SC,29501-4043,34.190042,-79.832638,"18 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",18, 24/7, 150kW,South Carolina,Tesla superchargers,2024-07-27
Comfort Inn At The Park,3725  Avenue of the Carolinas,Fort Mill,SC,29708,35.095561,-80.93532,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, lodging, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Hilton Garden Inn Greenville,108 Carolina Point,Greenville,SC,29607-5765,34.82495,-82.306634,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,South Carolina,Tesla superchargers,2024-07-27
The Gallery,605 Haywood Rd,Greenville,SC,29607,34.848315,-82.33945,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Parker's,16319 Whyte Hardee Blvd,Hardeeville,SC,29927,32.270462,-81.080569,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
1123  South Lake Drive,,Lexington,SC,29073,33.95131,-81.23364,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Coastal Grand Mall,2000 Coastal Grand Circle,Myrtle Beach,SC,29577-9798,33.704636,-78.925204,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",10, 24/7, 150kW,South Carolina,Tesla superchargers,2024-07-27
Mellow Mushroom,4855 Tanger Outlet Boulevard,North Charleston,SC,29418,32.872342,-80.015371,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Barefoot Landing,4898 Hwy 17 S,North Myrtle Beach,SC,29582,33.79908205,-78.74738976,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Spinx,3615  Saint Matthews Road,Orangeburg,SC,29118,33.55231,-80.82764,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
VGO,2401  River Road,Piedmont,SC,29673,34.75733,-82.4738,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Hopper's Convenience Store,11142 North Jacob Smart Blvd,Ridgeland,SC,29936,32.48533056,-80.9780793,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Clark's Inn and Restaurant,114 Bradford Blvd,Santee,SC,29142-8931,33.486252,-80.475964,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,South Carolina,Tesla superchargers,2024-07-27
Burger King,2100 Winchester Pl,Spartanburg,SC,29301,34.93652115,-81.9828229,"8 Superchargers, available 24/7, up to 250kW",restaurants,8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Food Lion,5982  West Jim Bilton Boulevard,Saint George,SC,29477,33.19523,-80.600139,"12 Superchargers, available 24/7, up to 250kW","wifi, shopping, beverage, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Stuckey's,500 Buff Boulevard,Summerton,SC,29148,33.58641,-80.35701,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Shoppes of Walterboro,2098  Bells Highway,Walterboro,SC,29488,32.93214,-80.69271,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Wendy's,810  US-17,Yemassee,SC,29945,32.63314,-80.87461,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,South Carolina,Tesla superchargers,2024-07-27
Lynn's Dakotamart,800 Mount Rushmore Road,Custer,SD,57730-2033,43.766918,-103.59533,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
County Fair Plaza,1305 W. Havens Street,Mitchell,SD,57301-4116,43.701825,-98.044431,"6 Superchargers, available 24/7, up to 150kW",restrooms,6, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Range Country Lodging,302 W 5th St.,Murdo,SD,57559,43.886741,-100.71682,"4 Superchargers, available 24/7, up to 150kW","wifi, lodging, restrooms",4, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Al's Oasis,1000 E Dakota Highway 16,Oacoma,SD,57365-0000,43.803125,-99.383673,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Rushmore Mall,2200 N. Maple Ave.,Rapid City,SD,57701-7854,44.105567,-103.212122,"4 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",4, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Hy-Vee,1900 South Marion Rd,Sioux Falls,SD,57106-3636,43.527668,-96.790592,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Dakota Crossing,2410 S Dakota Hwy 10,Sisseton,SD,57262,45.659959,-97.017521,"8 Superchargers, available 24/7, up to 250kW","shopping, beverage, restrooms",8, 24/7, 250kW,South Dakota,Tesla superchargers,2024-07-27
Phillips 66 Exit 8,3275 Old Belle Rd,Spearfish,SD,57783-6222,44.520309,-103.8903,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",6, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
City of Wall Main Street Parking Lot,418 Main Street,Wall,SD,57790,43.993484,-102.242389,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,South Dakota,Tesla superchargers,2024-07-27
Hy-Vee,1320 9th Avenue Southeast,Watertown,SD,57201,44.88934144,-97.09431938,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 250kW,South Dakota,Tesla superchargers,2024-07-27
Target,780 Old Hickory Boulevard,Brentwood,TN,37027,36.042359,-86.777834,"24 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",24, 24/7, 250kW,Tennessee,Tesla superchargers,2024-07-27
The Pinnacle,416 Pinnacle Parkway,Bristol,TN,37620-8629,36.592,-82.26135,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Tennessee,Tesla superchargers,2024-07-27
